"passportArea","weight","firstName","middleName","lastName","currentTeamId","birthDate","height","role","birthArea","wyId","foot","shortName","currentNationalTeamId","birthYear","birthMonth"
"Senegal",82,"Abdoulaye",NA,"Diallo",3774,"1992-03-30",191,"Goalkeeper","France",25633,"right","A. Diallo",19314,1992,3
"France",73,"Romain",NA,"Danz\u00e9",3774,"1986-07-03",184,"Defender","France",25637,"right","R. Danz\u00e9",NA,1986,7
"Guadeloupe",78,"Dimitri",NA,"Foulquier",3779,"1993-03-23",183,"Defender","France",25638,"right","D. Foulquier",NA,1993,3
"France",87,"Abdou Kader",NA,"Mangane",NA,"1983-03-23",193,"Defender","Senegal",25641,"right","K. Mangane",NA,1983,3
"Martinique",84,"K\u00e9vin",NA,"Th\u00e9ophile Catherine",3782,"1989-10-28",183,"Defender","France",25643,"right","K. Th\u00e9ophile Catherine",NA,1989,10
"France",76,"Julien",NA,"F\u00e9ret",3783,"1982-07-05",187,"Midfielder","France",25647,"right","J. F\u00e9ret",NA,1982,7
"Congo",82,"Yann",NA,"M'Vila",3782,"1990-06-29",182,"Midfielder","France",25649,"right","Y. M'Vila",NA,1990,6
"France",68,"Vincent",NA,"Pajot",3782,"1990-09-18",180,"Midfielder","France",25650,"right","V. Pajot",NA,1990,9
"Italy",76,"Sergio",NA,"Pellissier",3165,"1979-04-12",175,"Forward","Italy",20662,"right","S. Pellissier",NA,1979,4
"Cameroon",88,"St\u00e9phane",NA,"Bahoken",3779,"1992-05-28",185,"Forward","France",25673,"right","S. Bahoken",NA,1992,5
"France",76,"Mathieu",NA,"Debuchy",3782,"1985-07-28",177,"Defender","France",25700,"right","M. Debuchy",NA,1985,7
"France",74,"Lucas",NA,"Digne",676,"1993-07-20",178,"Defender","France",25701,"left","L. Digne",NA,1993,7
"France",72,"Florent",NA,"Balmont",3804,"1980-02-02",168,"Midfielder","France",25704,"right","F. Balmont",NA,1980,2
"Mali",93,"Bakary Adama",NA,"Soumaoro",3776,"1992-06-18",186,"Defender","France",25710,"right","A. Soumaoro",NA,1992,6
"France",77,"Dimitri ",NA,"Payet",3771,"1987-03-29",175,"Midfielder","Reunion",25714,"right","D. Payet",NA,1987,3
"France",82,"Ronny",NA,"Rodelin",3783,"1989-11-18",192,"Forward","Reunion",25715,"right","R. Rodelin",NA,1989,11
"Argentina",85,"Axel",NA,"Werner",679,"1996-02-28",192,"Goalkeeper","Argentina",222324,"right","A. Werner",NA,1996,2
"Senegal",89,"Kalidou",NA,"Koulibaly",3187,"1991-06-20",195,"Defender","France",25726,"right","K. Koulibaly",19314,1991,6
"Congo DR",69,"Yeni Atito",NA,"N'Gbakoto",3785,"1992-01-23",173,"Forward","France",25741,"right","Y. N'Gbakoto",18538,1992,1
"Guinea",65,"Bouna",NA,"Sarr",3771,"1992-01-31",177,"Midfielder","France",25743,"right","B. Sarr",NA,1992,1
"Senegal",85,"Benjamin",NA,"Mendy",1625,"1994-07-17",185,"Defender","France",26136,"left","B. Mendy",4418,1994,7
"France",82,"Jonathan",NA,"Rivierez",3777,"1989-05-18",181,"Defender","France",26138,"right","J. Rivierez",NA,1989,5
"Italy",82,"Andrea",NA,"Raggi",19830,"1984-06-24",187,"Defender","Italy",20677,"right","A. Raggi",NA,1984,6
"France",70,"Yannick",NA,"Cahuzac",3780,"1985-01-18",178,"Midfielder","France",25764,"right","Y. Cahuzac",NA,1985,1
"France",70,"Florian",NA,"Thauvin",3771,"1993-01-26",179,"Forward","France",25770,"left","F. Thauvin",4418,1993,1
"Tunisia",76,"Wahbi",NA,"Khazri",3782,"1991-02-08",182,"Midfielder","France",25776,"right","W. Khazri",16276,1991,2
"France",89,"Yohann",NA,"Pel\u00e9",3771,"1982-11-04",196,"Goalkeeper","France",25781,"right","Y. Pel\u00e9",NA,1982,11
"Tunisia",84,"Aymen",NA,"Abdennour",3771,"1989-08-06",187,"Defender","Tunisia",25784,"left","A. Abdennour",NA,1989,8
"Guadeloupe",80,"Daniel",NA,"Congr\u00e9",3787,"1985-04-05",185,"Defender","France",25786,"right","D. Congr\u00e9",NA,1985,4
"Senegal",79,"Cheikh",NA,"M'Bengue",3782,"1988-07-23",182,"Defender","France",25789,"left","C. M'Bengue",NA,1988,7
"Burkina Faso",77,"Steeve",NA,"Yago",3780,"1992-12-16",180,"Defender","France",25791,"right","S. Yago",NA,1992,12
"Tunisia",68,"Wissam",NA,"Ben Yedder",680,"1990-08-12",170,"Forward","France",25795,"right","W. Ben Yedder",NA,1990,8
"France",70,"\u00c9tienne",NA,"Didot",3785,"1983-07-24",176,"Midfielder","France",25800,"right","\u00c9. Didot",NA,1983,7
"France",77,"Franck",NA,"Tabanou",3785,"1989-01-30",178,"Midfielder","France",25805,"left","F. Tabanou",NA,1989,1
"France",76,"Emmanuel",NA,"Rivi\u00e8re",3777,"1990-03-03",182,"Forward","Martinique",25809,"right","E. Rivi\u00e8re",NA,1990,3
"France",76,"Benjamin",NA,"Andr\u00e9",3774,"1990-08-03",180,"Midfielder","France",25826,"right","B. Andr\u00e9",NA,1990,8
"France",77,"Paul",NA,"Lasne",3787,"1989-01-16",186,"Midfielder","France",25829,"left","P. Lasne",NA,1989,1
"France",65,"Fr\u00e9d\u00e9ric",NA,"Sammaritano",3804,"1986-03-23",162,"Midfielder","France",25835,"right","F. Sammaritano",NA,1986,3
"France",70,"Yoann",NA,"Andreu",3799,"1989-05-03",178,"Defender","France",25846,"right","Y. Andreu",NA,1989,5
"Cameroon",73,"Kylian",NA,"Mbapp\u00e9 Lottin",3767,"1998-12-20",178,"Forward","France",353833,"right","K. Mbapp\u00e9",4418,1998,12
"Algeria",80,"Faouzi",NA,"Ghoulam",3187,"1991-02-01",188,"Defender","France",25849,"left","F. Ghoulam",16009,1991,2
"Ivoire""",82,"Isma\u00ebl Ti\u00e9moko",NA,"Diomand\u00e9",3783,"1992-08-28",183,"Midfielder","Ivoire""",25859,"right","I. Diomand\u00e9",NA,1992,8
"France",70,"Max-Alain",NA,"Gradel",3780,"1987-11-30",177,"Forward","Ivoire""",25860,"right","M. Gradel",NA,1987,11
"Guinea",77,"Josuha",NA,"Guilavogui",2451,"1990-09-19",188,"Midfielder","France",25861,"right","J. Guilavogui",NA,1990,9
"France",80,"Lo\u00efc",NA,"Perrin",3782,"1985-08-07",181,"Defender","France",25864,"right","L. Perrin",NA,1985,8
"France",74,"Yoric",NA,"Ravet",2453,"1989-09-12",178,"Midfielder","France",25871,"right","Y. Ravet",NA,1989,9
"France",78,"Thomas",NA,"Heurtaux",3194,"1988-07-03",183,"Defender","France",25878,"right","T. Heurtaux",NA,1988,7
"Guadeloupe",79,"J\u00e9r\u00e9my",NA,"Sorbon",3785,"1983-08-05",183,"Defender","France",25883,"right","J. Sorbon",NA,1983,8
"Morocco",72,"Fay\u00e7al",NA,"Fajr",3783,"1988-08-01",178,"Midfielder","France",25888,"right","F. Fajr",16216,1988,8
"Algeria",76,"Romain",NA,"Hamouma",3782,"1987-03-29",178,"Forward","France",25889,"right","R. Hamouma",NA,1987,3
"France",75,"Benjamin",NA,"Nivet",3795,"1977-01-02",178,"Midfielder","France",25891,"right","B. Nivet",NA,1977,1
"Senegal",75,"M'Baye Babacar",NA,"Niang",3185,"1994-12-19",184,"Forward","France",25898,"right","M. Niang",19314,1994,12
"Serbia",80,"Denis",NA,"Petri\u0107",3785,"1988-05-24",187,"Goalkeeper","Slovenia",25904,"right","D. Petri\u0107",NA,1988,5
"France",64,"Julian",NA,"Palmieri",3777,"1987-12-17",170,"Defender","France",25919,"left","J. Palmieri",NA,1987,12
"France",77,"Nicolas",NA,"de Roussel de Pr\u00e9ville",3772,"1991-01-08",182,"Forward","France",25923,"right","N. de Pr\u00e9ville",NA,1991,1
"Mali",85,"Mamadou",NA,"Samassa",3795,"1990-02-16",198,"Goalkeeper","France",25930,"right","M. Samassa",NA,1990,2
"France",74,"Fran\u00e7ois",NA,"Bellugou",3795,"1987-04-25",188,"Defender","France",25937,"right","F. Bellugou",NA,1987,4
"France",79,"Charly",NA,"Charrier",NA,"1986-05-27",181,"Midfielder","France",25938,"right","C. Charrier",NA,1986,5
"France",78,"Moustapha Elhadji",NA,"Diallo",3785,"1986-05-14",192,"Midfielder","Senegal",25939,"right","M. Diallo",NA,1986,5
"France",68,"Thibault",NA,"Giresse",NA,"1981-05-25",172,"Midfielder","France",25941,"left","T. Giresse",NA,1981,5
"France",84,"Gilbert Gianelli",NA,"Imbula Wanga",3780,"1992-09-12",186,"Midfielder","Belgium",25942,"left","G. Imbula",NA,1992,9
"France",74,"Christophe",NA,"Kerbrat",3785,"1986-04-02",185,"Defender","France",25943,"right","C. Kerbrat",NA,1986,4
"Brazil",67,"Ewandro Felipe",NA,"de Lima Costa",9623,"1996-03-15",176,"Forward","Brazil",255322,"left","Ewandro",NA,1996,3
"Guinea",73,"Ba\u00efssama",NA,"Sankoh",3783,"1992-03-20",180,"Defender","France",25947,"right","B. Sankoh",NA,1992,3
"Benin",72,"Abdul Khaled",NA,"Akiola Ad\u00e9non",3789,"1985-07-28",180,"Defender","Benin",25957,"right","K. Ad\u00e9non",NA,1985,7
"Colombia",85,"Jhon Andr\u00e9s",NA,"C\u00f3rdoba Copete",2463,"1993-05-10",185,"Forward","Colombia",91519,"right","J. C\u00f3rdoba",NA,1993,5
"France",77,"Laurent",NA,"Pionnier",NA,"1982-05-24",183,"Goalkeeper","France",25986,"right","L. Pionnier",NA,1982,5
"France",80,"Henri",NA,"Bedimo Nsam\u00e8",3771,"1984-06-04",180,"Defender","Cameroon",25988,"left","H. Bedimo",NA,1984,6
"France",78,"Mathieu",NA,"Deplagne",3795,"1991-10-01",183,"Defender","France",25990,"right","M. Deplagne",NA,1991,10
"Brazil",78,"Vitorino",NA,"Hilton da Silva",3787,"1977-09-13",180,"Defender","Brazil",25993,"right","Hilton",NA,1977,9
"France",82,"Benjamin",NA,"Stambouli",2449,"1990-08-13",180,"Midfielder","France",25995,"right","B. Stambouli",NA,1990,8
"France",77,"Mapou",NA,"Yanga-Mbiwa",3766,"1989-05-15",184,"Defender","Central African Republic",25996,"right","M. Yanga-Mbiwa",NA,1989,5
"Morocco",74,"Youn\u00e8s",NA,"Belhanda",14503,"1990-02-25",175,"Midfielder","France",25998,"right","Y. Belhanda",16216,1990,2
"France",68,"R\u00e9my",NA,"Cabella",3782,"1990-03-08",171,"Midfielder","France",25999,"right","R. Cabella",NA,1990,3
"Mali",81,"Bryan",NA,"Dabo",3176,"1992-02-18",186,"Midfielder","France",26000,"right","B. Dabo",NA,1992,2
"Benin",69,"Jonathan",NA,"Tinhan",3795,"1989-06-01",178,"Forward","France",26006,"right","J. Tinhan",NA,1989,6
"Senegal",75,"Souleymane",NA,"Camara",3787,"1982-12-22",174,"Forward","Senegal",26008,"right","S. Camara",NA,1982,12
"France",88,"Olivier",NA,"Giroud",1610,"1986-09-30",192,"Forward","France",26010,"left","O. Giroud",4418,1986,9
"Mexico",77,"Carlos Joel",NA,"Salcedo Hern\u00e1ndez",2462,"1993-09-29",188,"Defender","Mexico",255387,"right","C. Salcedo",15473,1993,9
"France",78,"Benjamin",NA,"Lecomte",3787,"1991-04-26",186,"Goalkeeper","France",26016,"right","B. Lecomte",NA,1991,4
"French Guiana",89,"Simon",NA,"Falette",2462,"1992-02-19",184,"Defender","France",26021,"left","S. Falette",18799,1992,2
"Senegal",74,"Lamine",NA,"Gassama",4522,"1989-10-20",181,"Defender","France",26022,"right","L. Gassama",19314,1989,10
"New Caledonia",87,"Wesley",NA,"Lautoa",3804,"1987-08-25",182,"Defender","France",26024,"right","W. Lautoa",NA,1987,8
"France",75,"Cheick",NA,"Doukour\u00e9",695,"1992-09-11",180,"Midfielder","Ivoire""",26032,"right","C. Doukour\u00e9",NA,1992,9
"France",74,"Yann",NA,"Jouffre",NA,"1984-07-23",176,"Midfielder","France",26033,"left","Y. Jouffre",NA,1984,7
"Costa Rica",72,"Joel Nathaniel",NA,"Campbell Samuels",3254,"1992-06-26",178,"Forward","Costa Rica",26038,"left","J. Campbell",16871,1992,6
"Rwanda",81,"K\u00e9vin",NA,"Monnet-Paquet",3782,"1988-08-19",184,"Forward","France",26042,"right","K. Monnet-Paquet",NA,1988,8
"Togo",83,"Gilles",NA,"Sunu",3799,"1991-03-30",181,"Forward","France",26044,"right","G. Sunu",NA,1991,3
"France",72,"Landry",NA,"Bonnefoi",NA,"1983-09-20",184,"Goalkeeper","France",26046,"right","L. Bonnefoi",NA,1983,9
"France",72,"Julien",NA,"Ielsch",3789,"1983-03-05",173,"Defender","France",26055,"left","J. Ielsch",NA,1983,3
"France",76,"Jonas",NA,"Martin",3779,"1990-04-09",184,"Midfielder","France",26065,"right","J. Martin",NA,1990,4
"France",77,"Lo\u00efc",NA,"Puyo",3799,"1988-12-19",182,"Midfielder","France",26068,"left","L. Puyo",NA,1988,12
"Haiti",78,"Herv\u00e9",NA,"Bazile",3783,"1990-03-18",181,"Forward","France",26069,"left","H. Bazile",17881,1990,3
"Martinique",79,"Lionel Jules",NA,"Carole",680,"1991-04-12",178,"Defender","France",26084,"left","L. Carole",NA,1991,4
"France",93,"Florentin",NA,"Pogba",NA,"1990-08-19",189,"Defender","Guinea",26085,"left","F. Pogba",NA,1990,8
"Ivoire""",87,"Isma\u00ebl",NA,"Traor\u00e9",3799,"1986-08-18",184,"Defender","France",26086,"right","I. Traor\u00e9",NA,1986,8
"France",80,"Micka\u00ebl",NA,"Le Bihan",3775,"1990-05-16",184,"Forward","France",26093,"right","M. Le Bihan",NA,1990,5
"Tunisia",75,"Na\u00efm",NA,"Sliti",3804,"1992-07-27",173,"Midfielder","France",26100,"right","N. Sliti",16276,1992,7
"Senegal",85,"Salif",NA,"San\u00e9",2449,"1990-08-25",196,"Defender","France",26115,"right","S. San\u00e9",19314,1990,8
"Italy",79,"Thomas",NA,"Mangani",3799,"1987-04-29",183,"Midfielder","France",26120,"left","T. Mangani",NA,1987,4
"France",75,"Benjamin",NA,"Jeannot",3804,"1992-01-22",183,"Forward","France",26124,"right","B. Jeannot",NA,1992,1
"France",79,"Brice",NA,"Samba",3783,"1994-04-25",186,"Goalkeeper","Congo",26131,"left","B. Samba",NA,1994,4
"Ivoire""",78,"Prince-D\u00e9sir",NA,"Gouano",3789,"1993-12-24",186,"Defender","France",26134,"right","P. Gouano",NA,1993,12
"France",77,"Maxime",NA,"Le Marchand",3775,"1989-10-11",185,"Defender","France",26135,"left","M. Le Marchand",NA,1989,10
"France",80,"Lo\u00efc",NA,"Badiashile Mukinayi",19830,"1998-02-05",186,"Goalkeeper","France",353821,"right","L. Badiashile",NA,1998,2
"Portugal",68,"Bruno Miguel",NA,"Boialvo Gaspar",3176,"1993-04-21",176,"Defender","Portugal",222766,"right","Bruno Gaspar",NA,1993,4
"Cape Verde Islands",67,"N\u00e9lson",NA,"Cabral Semedo",676,"1993-11-16",177,"Defender","Portugal",222770,"right","N\u00e9lson Semedo",NA,1993,11
"Colombia",66,"Johan Andr\u00e9s",NA,"Mojica Palacio",756,"1992-08-21",179,"Defender","Colombia",91702,"left","J. Mojica",12430,1992,8
"France",66,"Claudio",NA,"Beauvue",712,"1988-04-16",174,"Forward","Guadeloupe",26167,"right","C. Beauvue",NA,1988,4
"Germany",83,"Robin",NA,"Zentner",2460,"1994-10-28",194,"Goalkeeper","Germany",222798,"right","R. Zentner",NA,1994,10
"Senegal",71,"Djibril",NA,"Sidib\u00e9",19830,"1992-07-29",182,"Defender","France",26196,"right","D. Sidib\u00e9",4418,1992,7
"Martinique",64,"Quentin",NA,"Othon",3779,"1988-03-27",162,"Midfielder","France",26200,"left","Q. Othon",NA,1988,3
"France",88,"Jessy",NA,"Moulin",3782,"1986-01-13",185,"Goalkeeper","France",26216,"right","J. Moulin",NA,1986,1
"Morocco",76,"Romain",NA,"Sa\u00efss",1629,"1990-03-26",190,"Midfielder","France",26226,"left","R. Sa\u00efss",16216,1990,3
"France",93,"Alexandre",NA,"Letellier",6408,"1990-12-11",193,"Goalkeeper","France",26245,"right","A. Letellier",NA,1990,12
"France",70,"Vincent",NA,"Manceau",3799,"1989-07-10",176,"Defender","France",26265,"right","V. Manceau",NA,1989,7
"Congo",81,"F\u00e9r\u00e9bory",NA,"Dor\u00e9",3799,"1990-01-21",194,"Forward","Congo",26268,"right","F. Dor\u00e9",NA,1990,1
"Morocco",70,"Sabri",NA,"Toufiqui",3774,"1997-03-30",173,"Midfielder","France",288415,"unknown","S. Toufiqui",NA,1997,3
"France",89,"Nicolas",NA,"Pallois",3770,"1987-09-19",189,"Defender","France",26276,"left","N. Pallois",NA,1987,9
"Algeria",77,"Zin\u00e9dine",NA,"Machach",3187,"1996-01-05",184,"Midfielder","France",288423,"right","Z. Machach",NA,1996,1
"Portugal",79,"Anthony",NA,"Gon\u00e7alves",3779,"1986-03-06",178,"Midfielder","France",26285,"right","A. Gon\u00e7alves",NA,1986,3
"Italy",73,"Cristiano",NA,"Lombardi",3219,"1995-08-19",179,"Forward","Italy",255670,"right","C. Lombardi",NA,1995,8
"Algeria",78,"A\u00efssa",NA,"Mandi",684,"1991-10-22",184,"Defender","France",26307,"right","A. Mandi",16009,1991,10
"France",72,"Romain",NA,"Amalfitano",3804,"1989-08-27",175,"Midfielder","France",26311,"right","R. Amalfitano",NA,1989,8
"France",82,"Lucas",NA,"Deaux",3785,"1988-12-26",188,"Midfielder","France",26314,"right","L. Deaux",NA,1988,12
"Italy",75,"Leonardo",NA,"Spinazzola",3172,"1993-03-25",186,"Midfielder","Italy",190167,"right","L. Spinazzola",NA,1993,3
"Italy",86,"Antonio",NA,"Santurro",3166,"1992-02-29",192,"Goalkeeper","Italy",190168,"right","A. Santurro",NA,1992,2
"France",82,"Paul",NA,"Baysse",3772,"1988-05-18",185,"Defender","France",26332,"right","P. Baysse",NA,1988,5
"Italy",77,"Santiago Juan",NA,"Gentiletti Selak",NA,"1985-01-09",182,"Defender","Argentina",26336,"left","S. Gentiletti",NA,1985,1
"Italy",82,"Luca",NA,"Rossettini",3193,"1985-05-09",187,"Defender","Italy",20776,"right","L. Rossettini",NA,1985,5
"Austria",81,"Philipp",NA,"Lienhart",2453,"1996-07-11",185,"Defender","Austria",255732,"right","P. Lienhart",9109,1996,7
"United States",75,"Rodney",NA,"Wallace Burns",32556,"1988-06-17",182,"Midfielder","Costa Rica",59126,"left","R. Wallace",16871,1988,6
"France",85,"Baptiste",NA,"Reynet",3804,"1990-10-28",185,"Goalkeeper","France",26365,"right","B. Reynet",NA,1990,10
"Italy",68,"Abdoulaye",NA,"Bamba",3799,"1990-04-25",182,"Defender","Ivoire""",26368,"right","A. Bamba",NA,1990,4
"France",70,"Samuel",NA,"Souprayen",3194,"1989-02-02",187,"Defender","Reunion",26373,"left","S. Souprayen",NA,1989,2
"France",76,"C\u00e9dric",NA,"Varrault",NA,"1980-01-30",182,"Defender","France",26374,"right","C. Varrault",NA,1980,1
"Mali",77,"Sekou",NA,"Baradji",3789,"1984-04-24",183,"Midfielder","France",26378,"left","S. Baradji",NA,1984,4
"France",74,"Benjamin",NA,"Corgnet",3779,"1987-04-06",180,"Midfielder","France",26381,"right","B. Corgnet",NA,1987,4
"Congo DR",64,"Ga\u00ebl",NA,"Kakuta",3789,"1991-06-21",173,"Midfielder","France",26384,"left","G. Kakuta",18538,1991,6
"Senegal",80,"Younousse",NA,"Sankhar\u00e9",3772,"1989-09-10",184,"Midfielder","France",26389,"left","Y. Sankhar\u00e9",NA,1989,9
"Portugal",82,"Damien",NA,"Da Silva",3783,"1988-05-17",184,"Defender","France",26399,"right","D. Da Silva",NA,1988,5
"Ghana",69,"Bernard",NA,"Tekpetey",2449,"1997-09-03",172,"Forward","Ghana",419629,"right","B. Tekpetey",NA,1997,9
"Cameroon",75,"Guy Adolphe",NA,"N'Gosso Massouma",NA,"1985-01-11",185,"Midfielder","Cameroon",26414,"right","G. N'Gosso",NA,1985,1
"France",67,"J\u00e9r\u00e9my",NA,"Cordoval",3795,"1990-01-12",167,"Defender","France",26433,"right","J. Cordoval",NA,1990,1
"Albania",72,"Taulant Ragip",NA,"Xhaka",6407,"1991-03-28",172,"Midfielder","Switzerland",49981,"right","T. Xhaka",8731,1991,3
"Spain",75,"Pol Mikel",NA,"Lirola Kosok",3315,"1997-08-13",183,"Defender","Spain",354123,"right","Pol Lirola",1604,1997,8
"Turkey",70,"Ozan",NA,"Tufan",4487,"1995-03-23",179,"Midfielder","Turkey",223071,"right","O. Tufan",4687,1995,3
"Martinique",78,"Kenny",NA,"Lala",3779,"1991-10-03",178,"Defender","France",26498,"right","K. Lala",NA,1991,10
"France",74,"Renaud",NA,"Cohade",3777,"1984-09-29",180,"Midfielder","France",26508,"right","R. Cohade",NA,1984,9
"Togo",65,"Mathieu",NA,"Dossevi",3777,"1988-02-12",172,"Midfielder","France",26512,"right","M. Dossevi",18374,1988,2
"Colombia",80,"Carlos Alberto",NA,"S\u00e1nchez Moreno",1633,"1986-02-06",182,"Midfielder","Colombia",26518,"right","C. S\u00e1nchez",12430,1986,2
"France",79,"Romain",NA,"Genevois",3783,"1987-10-28",182,"Defender","Haiti",26528,"right","R. Genevois",NA,1987,10
"Congo",78,"Prince",NA,"Oniangu\u00e9",3799,"1988-11-04",190,"Midfielder","France",26539,"right","P. Oniangu\u00e9",NA,1988,11
"France",80,"Jeremy",NA,"Blayac",3779,"1983-06-13",187,"Forward","France",26543,"right","J. Blayac",NA,1983,6
"Laos",71,"Billy",NA,"Ketkeophomphone",3799,"1990-03-24",180,"Forward","France",26547,"right","B. Ketkeophomphone",NA,1990,3
"Russia",72,"Anton",NA,"Miranchuk",13887,"1995-10-17",183,"Midfielder","Russia",288708,"right","An. Miranchuk",14358,1995,10
"France",80,"R\u00e9gis",NA,"Gurtner",3789,"1986-12-08",183,"Goalkeeper","France",26583,"right","R. Gurtner",NA,1986,12
"Croatia",68,"Marcelo",NA,"Brozovi\u0107",3161,"1992-11-16",181,"Midfielder","Croatia",69968,"right","M. Brozovi\u0107",9598,1992,11
"Congo DR",76,"Yannis",NA,"Salibur",3785,"1991-01-21",177,"Midfielder","France",26604,"left","Y. Salibur",NA,1991,1
"France",79,"Diafra",NA,"Sakho",3774,"1989-12-24",184,"Forward","Senegal",26610,"right","D. Sakho",19314,1989,12
"France",73,"Arnaud",NA,"Souquet",3775,"1992-02-12",179,"Defender","France",26633,"right","A. Souquet",NA,1992,2
"Cameroon",70,"Karl",NA,"Toko Ekambi",3799,"1992-09-14",183,"Forward","France",26638,"right","K. Toko Ekambi",NA,1992,9
"Denmark",74,"Daniel",NA,"Wass",692,"1989-05-31",181,"Midfielder","Denmark",26652,"right","D. Wass",NA,1989,5
"Algeria",78,"Alexandre",NA,"Oukidja",3779,"1988-07-19",185,"Goalkeeper","France",26676,"right","A. Oukidja",NA,1988,7
"Korea Republic",69,"Chang-Hoon",NA,"Kwon",3804,"1994-06-30",174,"Midfielder","Korea Republic",256084,"left","Kwon Chang-Hoon",NA,1994,6
"Italy",82,"Federico",NA,"Peluso",3315,"1984-01-20",188,"Defender","Italy",20842,"left","F. Peluso",NA,1984,1
"Cameroon",68,"Ambroise",NA,"Oyongo Bitolo",3787,"1991-06-22",175,"Defender","Cameroon",125076,"left","A. Oyongo",NA,1991,6
"Italy",72,"Luca",NA,"Cigarini",3173,"1986-06-20",175,"Midfielder","Italy",20850,"right","L. Cigarini",NA,1986,6
"Czech Republic",73,"Jakub",NA,"Jankto",3163,"1996-01-19",184,"Midfielder","Czech Republic",354547,"left","J. Jankto",11555,1996,1
"France",84,"Ludovic",NA,"Butelle",3799,"1983-04-03",188,"Goalkeeper","France",26869,"right","L. Butelle",NA,1983,4
"Italy",65,"Simone",NA,"Edera",3185,"1997-01-09",174,"Forward","Italy",354552,"left","S. Edera",3764,1997,1
"Algeria",75,"Idriss",NA,"Saadi",3779,"1992-02-08",179,"Forward","France",26327,"right","I. Saadi",16009,1992,2
"Kazakhstan",76,"Robert",NA,"Bauer",2443,"1995-04-09",183,"Defender","Germany",223516,"right","R. Bauer",NA,1995,4
"Austria",77,"Florian",NA,"Grillitsch",2482,"1995-08-07",187,"Midfielder","Austria",135561,"right","F. Grillitsch",9109,1995,8
"France",82,"Mathieu",NA,"Michel",3799,"1991-09-04",188,"Goalkeeper","France",26938,"right","M. Michel",NA,1991,9
"Cameroon",74,"Maxime",NA,"Poundj\u00e9",3772,"1992-08-16",180,"Defender","France",26945,"left","M. Poundj\u00e9",NA,1992,8
"Costa Rica",81,"\u00d3scar Esau",NA,"Duarte Gait\u00e1n",691,"1989-06-03",186,"Defender","Nicaragua",125250,"right","\u00d3. Duarte",16871,1989,6
"Turkey",80,"Levin Mete",NA,"\u00d6ztunali",2460,"1996-03-15",184,"Midfielder","Germany",223560,"right","L. \u00d6ztunali",3155,1996,3
"France",65,"Nicolas",NA,"Benezet",3785,"1991-02-24",170,"Midfielder","France",26956,"right","N. Benezet",NA,1991,2
"Costa Rica",66,"Yeltsin Ignacio",NA,"Tejeda Valverde",6434,"1992-03-17",177,"Midfielder","Costa Rica",125268,"right","Y. Tejeda",16871,1992,3
"France",75,"Bobby",NA,"Allain",3804,"1991-11-28",185,"Goalkeeper","France",26969,"unknown","B. Allain",NA,1991,11
"France",82,"Jean-Christophe",NA,"Bouet",3789,"1983-07-21",184,"Goalkeeper","France",26970,"right","J. Bouet",NA,1983,7
"France",83,"Mathieu",NA,"Gorgelin",3766,"1990-08-05",187,"Goalkeeper","France",26971,"left","M. Gorgelin",NA,1990,8
"Netherlands",80,"Rick",NA,"Karsdorp",3158,"1995-02-11",182,"Defender","Netherlands",289122,"right","R. Karsdorp",NA,1995,2
"Costa Rica",77,"Giancarlo",NA,"Gonz\u00e1lez Castro",3166,"1988-02-08",186,"Defender","Costa Rica",125286,"right","G. Gonz\u00e1lez",16871,1988,2
"France",81,"Matthieu",NA,"Dreyer",3783,"1989-03-20",188,"Goalkeeper","France",27004,"right","M. Dreyer",NA,1989,3
"Spain",0,"Sergio",NA,"Arribas Bl\u00e1zquez",712,"1995-07-07",0,"Midfielder","Spain",485794,"unknown","Sergio Arribas",NA,1995,7
"Colombia",70,"Jefferson Andr\u00e9s",NA,"Lerma Sol\u00eds",1659,"1994-10-25",179,"Midfielder","Colombia",255738,"right","J. Lerma",12430,1994,10
"Italy",70,"Danilo",NA,"Cataldi",3219,"1994-08-06",180,"Midfielder","Italy",256478,"right","D. Cataldi",NA,1994,8
"Italy",80,"Luca",NA,"Crecco",3162,"1995-09-06",183,"Midfielder","Italy",256479,"left","L. Crecco",NA,1995,9
"Senegal",80,"Keita",NA,"Bald\u00e9 Diao",3161,"1995-03-08",181,"Forward","Spain",256480,"right","B. Keita",19314,1995,3
"Spain",0,"David",NA,"Alba Fern\u00e1ndez",698,"1999-05-05",0,"Defender","Spain",551398,"unknown","David Alba",NA,1999,5
"Morocco",74,"Youssef",NA,"A\u00eft Bennasser",19830,"1996-07-07",184,"Midfielder","France",289359,"right","Y. A\u00eft Bennasser",16216,1996,7
"Colombia",75,"Yerry Fernando",NA,"Mina Gonz\u00e1lez",1623,"1994-09-23",195,"Defender","Colombia",256634,"right","Y. Mina",12430,1994,9
"Venezuela",87,"Sergio Duvan",NA,"C\u00f3rdova Lezama",2481,"1997-01-10",188,"Forward","Venezuela",354997,"right","S. C\u00f3rdova",15757,1997,1
"South Africa",63,"Lebogang",NA,"Phiri",3785,"1994-11-09",173,"Midfielder","South Africa",256706,"right","L. Phiri",NA,1994,11
"France",84,"J\u00falio",NA,"Tavares",3804,"1988-11-19",187,"Forward","Cape Verde Islands",27354,"right","J\u00falio Tavares",NA,1988,11
"Greece",78,"Charalampos",NA,"Lykogiannis",3173,"1993-10-22",186,"Defender","Greece",92900,"left","C. Lykogiannis",NA,1993,10
