Dis No,Year,Seq,Glide,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,Disaster Subsubtype,Event Name,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Associated Dis2,OFDA Response,Appeal,Declaration,Aid Contribution,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Local Time,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No Injured,No Affected,No Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damages ('000 US$),"Insured Damages, Adjusted ('000 US$)",Total Damages ('000 US$),"Total Damages, Adjusted ('000 US$)",CPI,Adm Level,Admin1 Code,Admin2 Code,Geo Locations
1944-0013-USA,1944,13,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Cleveland, Ohio",,,,,,,,,Km2,,,,,1944,10,20,1944,10,20,121,,,,,,,,,,,6.511124362,,,,
1947-0010-USA,1947,10,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,Maine,,,,,,,,,Km2,,,,,1947,10,,1947,10,,,,,,,,,,,30000,363244,8.258911998,,,,
1956-0017-USA,1956,17,,Natural,Climatological,Wildfire,Forest fire,,,United States of America (the),USA,Northern America,Americas,"Cleveland National Forest, Montana",,,,,,,,,Km2,,,,,1956,11,25,1956,11,25,11,,,,,,,,,,,10.03187404,,,,
1963-9026-PRY,1963,9026,,Natural,Climatological,Drought,Drought,,,Paraguay,PRY,South America,Americas,Chaco region,,,,Yes,No,No,,,Km2,,,,,1963,,,1964,,,,,13400,,13400,,,,,,,11.30199869,,,,
1964-9002-IRN,1964,9002,,Natural,Climatological,Drought,Drought,,,Iran (Islamic Republic of),IRN,Southern Asia,Asia,,,Storm,Snow/ice,Yes,No,No,,,Km2,,,,,1964,1,,1964,,,,,625000,,625000,,,,,,,11.44654275,,,,
1964-9044-IND,1964,9044,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,Mysore,,Famine,,Yes,No,No,,,Km2,,,,,1964,8,,1964,,,,,166000,,166000,,,,,,,11.44654275,,,,
1964-9009-IND,1964,9009,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,"Rajasthan, center",,,,Yes,,,,,Km2,,,,,1964,7,,1964,,,,,500000,,500000,,,,,,,11.44654275,,,,
1964-9007-NPL,1964,9007,,Natural,Climatological,Drought,Drought,,,Nepal,NPL,Southern Asia,Asia,Mountain areas,,,,Yes,No,No,,,Km2,,,,,1964,5,,1964,,,,,,,,,,,,,,11.44654275,,,,
1964-9066-SOM,1964,9066,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"Nationwide, Galciao",,,,Yes,,,,,Km2,,,,,1964,12,,1964,,,50,,700000,,700000,,,,,,,11.44654275,,,,
1965-9073-IND,1965,9073,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,Nationwide except south,,Famine,,Yes,No,No,,,Km2,,,,,1965,,,1967,,,1500000,,100000000,,100000000,,,,,100000,859994,11.62799038,,,,
1965-9038-KEN,1965,9038,,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,,,,,Yes,,,,,Km2,,,,,1965,7,,1965,,,,,260000,,260000,,,,,,,11.62799038,,,,
1965-9001-MRT,1965,9001,,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,"Tichitt, Kandossa",,,,Yes,,,,,Km2,,,,,1965,1,,1965,,,,,46000,,46000,,,,,,,11.62799038,,,,
1966-9006-MAR,1966,9006,,Natural,Climatological,Drought,Drought,,,Morocco,MAR,Northern Africa,Africa,,,,,Yes,,,,,Km2,,,,,1966,1,,1966,,,,,,,,,,,,,,11.97858736,,,,
1966-9005-MLI,1966,9005,,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,"Kayes, Bamako, Gao",,,,Yes,No,No,,,Km2,,,,,1966,1,,1966,,,,,,,,,,,,,,11.97858736,,,,
1966-9005-NER,1966,9005,,Natural,Climatological,Drought,Drought,,,Niger (the),NER,Western Africa,Africa,"East, Middle-East regions",,,,Yes,No,No,,,Km2,,,,,1966,1,,1967,,,,,,,,,,,,,,11.97858736,,,,
1966-9007-PER,1966,9007,,Natural,Climatological,Drought,Drought,,,Peru,PER,South America,Americas,Puno department,,,,Yes,,,,,Km2,,,,,1966,7,,1966,,,,,156000,,156000,,,,,,,11.97858736,,,,
1966-9005-SEN,1966,9005,,Natural,Climatological,Drought,Drought,,,Senegal,SEN,Western Africa,Africa,,,,,Yes,,,,,Km2,,,,,1966,,,1967,,,,,,,,,,,,,,11.97858736,,,,
1966-9005-TCD,1966,9005,,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,,,,,Yes,,,,,Km2,,,,,1966,3,,1966,,,,,,,,,,,,,,11.97858736,,,,
1967-9010-KOR,1967,9010,,Natural,Climatological,Drought,Drought,,,Korea (the Republic of),KOR,Eastern Asia,Asia,South,,,,Yes,,,,,Km2,,,,,1967,,,1968,,,,,2800000,,2800000,,,,,,,12.31072819,,,,
1967-9006-NPL,1967,9006,,Natural,Climatological,Drought,Drought,,,Nepal,NPL,Southern Asia,Asia,Western Montain,,,,,No,No,,,Km2,,,,,1967,,,1967,,,,,,,,,,,,,,12.31072819,,,,
1967-9005-TZA,1967,9005,,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,"Nationwide, Kilwa",,,,Yes,No,No,,,Km2,,,,,1967,5,,1967,,,,,53483,,53483,,,,,,,12.31072819,,,,
1967-9001-UGA,1967,9001,,Natural,Climatological,Drought,Drought,,,Uganda,UGA,Eastern Africa,Africa,Karamoja,,,,Yes,No,No,,,Km2,,,,,1967,1,,1967,,,,,25000,,25000,,,,,200,1625,12.31072819,,,,
1968-9007-JAM,1968,9007,,Natural,Climatological,Drought,Drought,,,Jamaica,JAM,Caribbean,Americas,Nationwide,,,,Yes,No,No,,,Km2,,,,,1968,1,,1968,,,,,100000,,100000,,,,,500,3895,12.83661491,,,,
1968-9005-LSO,1968,9005,,Natural,Climatological,Drought,Drought,,,Lesotho,LSO,Southern Africa,Africa,,,,,Yes,No,No,,,Km2,,,,,1968,6,,1968,,,,,204000,,204000,,,,,1000,7790,12.83661491,,,,
1969-9006-MRT,1969,9006,,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,,,Famine,,Yes,No,No,,,Km2,,,,,1969,,,1975,,,,,1300000,,1300000,,,,,34000,251149,13.53780013,,,,
1969-9006-SEN,1969,9006,,Natural,Climatological,Drought,Drought,,,Senegal,SEN,Western Africa,Africa,Casamance,,Famine,,Yes,No,No,,,Km2,,,,,1969,1,,1975,,,,,1400000,,1400000,,,,,74800,552527,13.53780013,,,,
1969-9006-TCD,1969,9006,,Natural,Climatological,Drought,Drought,,,Chad,TCD,Middle Africa,Africa,"Central, East, South, North",,Famine,,Yes,No,No,,,Km2,,,,,1969,10,,1978,,,,,900000,,900000,,,,,83000,613098,13.53780013,,,,
1969-9068-IRQ,1969,9068,,Natural,Climatological,Drought,Drought,,,Iraq,IRQ,Western Asia,Asia,"Ninauri, Kirkuk, Arbil",,,,Yes,No,No,,,Km2,,,,,1969,,,1971,,,,,500000,,500000,,,,,2000,14773,13.53780013,,,,
1969-9114-PER,1969,9114,,Natural,Climatological,Drought,Drought,,,Peru,PER,South America,Americas,,,,,Yes,No,No,,,Km2,,,,,1969,5,,1969,,,,,128604,,128604,,,,,10000,73867,13.53780013,,,,
1969-9009-SOM,1969,9009,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,"East Burao, North Mudugh",,,,Yes,,,,,Km2,,,,,1969,9,,1969,,,,,,,,,,,,,,13.53780013,,,,
1970-0045-USA,1970,45,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,United States of America (the),USA,Northern America,Americas,San Diego,,,,,,,,,Km2,,,,,1970,9,,1970,9,,,,,,,,,,,100000,697926,14.32816969,,,,
1971-9004-KEN,1971,9004,,Natural,Climatological,Drought,Drought,,,Kenya,KEN,Eastern Africa,Africa,Countrywide,,,,,,,,,Km2,,,,,1971,1,,1971,,,,,150000,,150000,,,,,1500,10038,14.94324951,,,,
1971-9005-MAR,1971,9005,,Natural,Climatological,Drought,Drought,,,Morocco,MAR,Northern Africa,Africa,,,,,Yes,,,,,Km2,,,,,1971,1,,1971,,,,,137000,,137000,,,,,100,669,14.94324951,,,,
1971-9006-TGO,1971,9006,,Natural,Climatological,Drought,Drought,,,Togo,TGO,Western Africa,Africa,Countrywide,,,,Yes,No,No,,,Km2,,,,,1971,1,,1971,,,,,150000,,150000,,,,,500,3346,14.94324951,,,,
1972-9116-IND,1972,9116,,Natural,Climatological,Drought,Drought,,,India,IND,Southern Asia,Asia,Central,,,,Yes,No,No,,,Km2,,,,,1972,,,1973,,,,,200000000,,200000000,,,,,100000,647994,15.43223267,,,,
1972-9075-NPL,1972,9075,,Natural,Climatological,Drought,Drought,,,Nepal,NPL,Southern Asia,Asia,Hill area,,,,Yes,No,No,,,Km2,,,,,1972,,,1973,,,,,900000,,900000,,,,,10000,64799,15.43223267,,,,
1973-9005-SOM,1973,9005,,Natural,Climatological,Drought,Drought,,,Somalia,SOM,Eastern Africa,Africa,North West to Central areas,,Famine,,Yes,,,,,Km2,,,,,1974,12,,1976,,,19000,,230000,,230000,,,,,,,16.3855937,,,,
1976-9196-RWA,1976,9196,,Natural,Climatological,Drought,Drought,,,Rwanda,RWA,Eastern Africa,Africa,Widespread,,Famine,,Yes,,,,,Km2,,,,,1976,,,1977,,,,,1700000,,1700000,,,,,,,21.0017319,,,,
1976-9152-MLI,1976,9152,,Natural,Climatological,Drought,Drought,,,Mali,MLI,Western Africa,Africa,Niger River area,,,,,No,No,,,Km2,,,,,1978,,,1978,,,,,,,,,,,,,,21.0017319,,,,
1976-9152-MRT,1976,9152,,Natural,Climatological,Drought,Drought,,,Mauritania,MRT,Western Africa,Africa,,,,,Yes,,,,,Km2,,,,,1976,,,1977,,,,,1420000,,1420000,,,,,,,21.0017319,,,,
1976-9152-SEN,1976,9152,,Natural,Climatological,Drought,Drought,,,Senegal,SEN,Western Africa,Africa,Countrywide,,,,Yes,No,No,,,Km2,,,,,1977,,,1978,,,,,3715000,,3715000,,,,,300000,1428454,21.0017319,,,,
1977-9055-JPN,1977,9055,,Natural,Climatological,Drought,Drought,,,Japan,JPN,Eastern Asia,Asia,Okinawa,,,,,,,,,Km2,,,,,1977,4,,1977,,,,,,,,,,,,,,22.36719878,,,,
1977-9029-LAO,1977,9029,,Natural,Climatological,Drought,Drought,,,Lao People's Democratic Republic (the),LAO,South-Eastern Asia,Asia,Southern provinces,,,,,,,,,Km2,,,,,1977,,,1977,,,,,3500000,,3500000,,,,,,,22.36719878,,,,
1977-9021-LKA,1977,9021,,Natural,Climatological,Drought,Drought,,,Sri Lanka,LKA,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1977,,,1977,,,,,250000,,250000,,,,,,,22.36719878,,,,
1977-9024-TUN,1977,9024,,Natural,Climatological,Drought,Drought,,,Tunisia,TUN,Northern Africa,Africa,"South, Central regions",,,,,,,,,Km2,,,,,1977,,,1977,,,,,31400,,31400,,,,,,,22.36719878,,,,
1977-9022-TZA,1977,9022,,Natural,Climatological,Drought,Drought,,,"Tanzania, United Republic of",TZA,Eastern Africa,Africa,Tanga,,,,,,,,,Km2,,,,,1977,,,1977,,,,,20000,,20000,,,,,,,22.36719878,,,,
1933-9003-USA,1933,9003,,Natural,Climatological,Drought,Drought,,,United States of America (the),USA,Northern America,Americas,Great Plains,,,,,,,,,Km2,,,,,1933,,,1937,,,,,,,,,,,,,,4.787953454,,,,
1964-9011-ZAF,1964,9011,,Natural,Climatological,Drought,Drought,,,South Africa,ZAF,Southern Africa,Africa,"Ciskei, Transkei",,,,,,,,,Km2,,,,,1964,,,1964,,,,,5000,,5000,,,,,,,11.44654275,,,,
1969-9069-YMN,1969,9069,,Natural,Climatological,Drought,Drought,,,Yemen Arab Rep,YMN,Western Asia,Asia,"Taiz-Torba, Tihama",,,,Yes,No,No,,,Km2,,,,,1969,,,1971,,,,,2000000,20000,2020000,,,,,10000,73867,13.53780013,,,,
1975-9133-YMD,1975,9133,,Natural,Climatological,Drought,Drought,,,Yemen P Dem Rep,YMD,Western Asia,Asia,,,,,,,,,,Km2,,,,,1975,1,,1975,,,,,,,,,,,,,,19.86077411,,,,
1977-9026-YMD,1977,9026,,Natural,Climatological,Drought,Drought,,,Yemen P Dem Rep,YMD,Western Asia,Asia,,,,,,,,,,Km2,,,,,1977,,,1977,,,,,,,,,,,,,,22.36719878,,,,
1977-9026-YMN,1977,9026,,Natural,Climatological,Drought,Drought,,,Yemen Arab Rep,YMN,Western Asia,Asia,,,,,,,,,,Km2,,,,,1977,,,1977,,,,,,,,,,,,,,22.36719878,,,,
1978-9200-AUS,1978,9200,,Natural,Climatological,Drought,Drought,,,Australia,AUS,Australia and New Zealand,Oceania,"Southern Queensland, New South Wales, Victoria, Northeast Tasmania",,,,,,,,,Km2,,,,,1978,,,1978,,,,,,,,,,,,,,24.07403455,,,,
1978-9005-BRA,1978,9005,,Natural,Climatological,Drought,Drought,,,Brazil,BRA,South America,Americas,Central and Southern,,,,,No,No,,,Km2,,,,,1978,,,1978,,,,,,,,,,,,2300000,9553862,24.07403455,,,,
1978-9008-CHN,1978,9008,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,"Anhwei, Kiangsu Province",,,,,,,,,Km2,,,,,1978,,,1978,,,,,6000000,,6000000,,,,,,,24.07403455,,,,
1978-0206-HKG,1978,206,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Hong Kong,HKG,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1978,1,,1978,1,,,,,,,,,,,,,24.07403455,,,,
1978-0208-HKG,1978,208,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Hong Kong,HKG,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1978,10,,1978,10,,,,,,,,,,,,,24.07403455,,,,
1979-0241-AUS,1979,241,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"Act, Gouldburn,Yass, Mittagong, New South Wales",,,,,,,,,Km2,,,,,1979,2,,1979,2,,,,,,,,,,,4090,15271,26.78344194,,,,
1979-9270-BGD,1979,9270,,Natural,Climatological,Drought,Drought,,,Bangladesh,BGD,Southern Asia,Asia,"Chittagong, Rangpur Mymenshingh region",,,,,,,,,Km2,,,,,1979,6,,1979,,,18,,2000,,2000,,,,,,,26.78344194,,,,
1979-9012-BRA,1979,9012,,Natural,Climatological,Drought,Drought,,,Brazil,BRA,South America,Americas,Northeastern,,,,,,,,,Km2,,,,,1979,,,1979,,,,,5000000,,5000000,,,,,,,26.78344194,,,,
1979-9004-CHN,1979,9004,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,Hwei province,,,,,,,,,Km2,,,,,1979,,,1982,,,,,,,,,,,,,,26.78344194,,,,
1979-0201-HKG,1979,201,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Hong Kong,HKG,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1979,1,,1979,1,,,,,,,,,,,,,26.78344194,,,,
1979-0203-HKG,1979,203,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Hong Kong,HKG,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1979,10,,1979,10,,,,,,,,,,,,,26.78344194,,,,
1980-9114-CIV,1980,9114,,Natural,Climatological,Drought,Drought,,,Côte d’Ivoire,CIV,Western Africa,Africa,Central,,Food shortage,Crop failure,,,,,,Km2,,,,,1983,,,1983,,,,,,,,,,,,,,30.41238574,,,,
1980-9114-GHA,1980,9114,,Natural,Climatological,Drought,Drought,,,Ghana,GHA,Western Africa,Africa,Countrywide,,Wildfire,,Yes,,,,,Km2,,,,,1983,10,,1985,,,,,12500000,,12500000,,,,,,,30.41238574,,,,
1980-9114-BEN,1980,9114,,Natural,Climatological,Drought,Drought,,,Benin,BEN,Western Africa,Africa,"Oueme, Zou, Borgou, Atacora provinces",,Food shortage,,,No,No,,,Km2,,,,,1983,1,,1985,,,,,2100000,,2100000,,,,,651,2141,30.41238574,,,,
1980-9114-GMB,1980,9114,,Natural,Climatological,Drought,Drought,,,Gambia (the),GMB,Western Africa,Africa,Countrywide,,Food shortage,,Yes,,,,,Km2,,,,,1980,9,,1985,,,,,500000,,500000,,,,,,,30.41238574,,,,
1980-0288-AUS,1980,288,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,Adelaide Hills (South),,,,,,,,,Km2,,,,,1980,2,,1980,2,,,40,,,40,,,,,25975,85409,30.41238574,,,,
1980-9114-BFA,1980,9114,,Natural,Climatological,Drought,Drought,,,Burkina Faso,BFA,Western Africa,Africa,,,,,Yes,,,,,Km2,,,,,1980,11,,1985,,,,,1250000,,1250000,,,,,,,30.41238574,,,,
1980-0211-CAN,1980,211,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Canada,CAN,Northern America,Americas,"Red Lake, Ontario",,,,,,,,436,Km2,,,,,1980,6,,1980,6,,,,5000,,5000,,,,,,,30.41238574,,,,
1980-9114-CPV,1980,9114,,Natural,Climatological,Drought,Drought,,,Cabo Verde,CPV,Western Africa,Africa,,,,,,,,,,Km2,,,,,1982,,,1985,,,,,,,,,,,,,,30.41238574,,,,
1980-9005-DJI,1980,9005,,Natural,Climatological,Drought,Drought,,,Djibouti,DJI,Eastern Africa,Africa,"Countrywide, especially Tadjourah",,,,Yes,,,,,Km2,,,,,1980,6,,1980,,,,,145000,,145000,,,,,,,30.41238574,,,,
1980-9359-ESP,1980,9359,,Natural,Climatological,Drought,Drought,,,Spain,ESP,Southern Europe,Europe,Southern region,,,,,,,,,Km2,,,,,1980,,,1983,,,,,,,,,,,,1500000,4932201,30.41238574,,,,
1980-9114-GIN,1980,9114,,Natural,Climatological,Drought,Drought,,,Guinea,GIN,Western Africa,Africa,Upper and Middle region,,,,,,,,,Km2,,,,,1981,2,,1983,,,,,,,,,,,,,,30.41238574,,,,
1980-9114-GNB,1980,9114,,Natural,Climatological,Drought,Drought,,,Guinea-Bissau,GNB,Western Africa,Africa,,,,,,,,,,Km2,,,,,1982,,,1985,,,,,,,,,,,,,,30.41238574,,,,
1981-9309-AGO,1981,9309,,Natural,Climatological,Drought,Drought,,,Angola,AGO,Middle Africa,Africa,"Benguela, Mocamedes, Huila, Cunene, Kuando-Kobango, Bie",,Food shortage,,,No,No,,,Km2,,,,,1981,7,,1981,,,,,80000,,80000,,,,,,,33.55541658,,,,
1981-9121-COM,1981,9121,,Natural,Climatological,Drought,Drought,,,Comoros (the),COM,Eastern Africa,Africa,Great Comoros Isl.,,Food shortage,,,,,,,Km2,,,,,1981,8,,1981,,,,,,,,,,,,,,33.55541658,,,,
1981-9188-AUS,1981,9188,,Natural,Climatological,Drought,Drought,,,Australia,AUS,Australia and New Zealand,Oceania,"Queensland, New South Wales, Victoria States",,,,,,,,,Km2,,,,,1981,,,1982,,,,,80000,,80000,,,,,6000000,17880869,33.55541658,,,,
1981-9309-BWA,1981,9309,,Natural,Climatological,Drought,Drought,,,Botswana,BWA,Southern Africa,Africa,Nationwide,,,,Yes,,,,,Km2,,,,,1982,4,,1987,,,,,1037300,,1037300,,,,,,,33.55541658,,,,
1981-0233-CHN,1981,233,,Natural,Climatological,Wildfire,Forest fire,,,China,CHN,Eastern Asia,Asia,Near Beijing,,,,,,,,2,Km2,,,,,1981,5,9,1981,5,9,,,,,,,,,,,,33.55541658,,,,
1981-9307-CUB,1981,9307,,Natural,Climatological,Drought,Drought,,,Cuba,CUB,Caribbean,Americas,,,,,,,,,,Km2,,,,,1981,,,1983,,,,,,,,,,,,,,33.55541658,,,,
1981-9118-DZA,1981,9118,,Natural,Climatological,Drought,Drought,,,Algeria,DZA,Northern Africa,Africa,,,,,,,,,,Km2,,,,,1981,,,1983,,,,,,,,,,,,,,33.55541658,,,,
1981-9130-ESP,1981,9130,,Natural,Climatological,Drought,Drought,,,Spain,ESP,Southern Europe,Europe,,,,,,No,No,,,Km2,,,,,1981,,,1981,,,,,,,,,,,,1460000,4351011,33.55541658,,,,
1981-0195-HKG,1981,195,,Natural,Climatological,Wildfire,Forest fire,,,Hong Kong,HKG,Eastern Asia,Asia,,,,,,,,,,Km2,,,,,1981,1,,1981,1,,,,,,,,,,,,,33.55541658,,,,
1982-9303-FRA,1982,9303,,Natural,Climatological,Drought,Drought,,,France,FRA,Western Europe,Europe,"Corsica, Var",,Heat wave,Wildfire,,,,,,Km2,,,,,1982,7,,1982,,,,,,,,,,,,,,35.61284059,,,,
1982-9350-BGD,1982,9350,,Natural,Climatological,Drought,Drought,,,Bangladesh,BGD,Southern Asia,Asia,,,,,,,,,,Km2,,,,,1983,7,,1983,,,,,20000000,,20000000,,,,,,,35.61284059,,,,
1982-0304-FRA,1982,304,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,South-East departments,,,,,,,,150,Km2,,,,,1982,8,24,1982,8,24,2,18,,,18,,,,,,,35.61284059,,,,
1983-9060-CAF,1983,9060,,Natural,Climatological,Drought,Drought,,,Central African Republic,CAF,Middle Africa,Africa,all coutry,,Wildfire,Famine,,,,,,Km2,,,,,1983,2,,1984,11,,,,,,,,,,,,,36.75687732,,,,
1983-9338-BGR,1983,9338,,Natural,Climatological,Drought,Drought,,,Bulgaria,BGR,Eastern Europe,Europe,,,Food shortage,,,No,No,,,Km2,,,,,1983,5,,1983,,,,,,,,,,,,,,36.75687732,,,,
1983-9060-COG,1983,9060,,Natural,Climatological,Drought,Drought,,,Congo (the),COG,Middle Africa,Africa,Northern area,,Crop failure,,,,,,,Km2,,,,,1983,2,,1983,,,,,,,,,,,,,,36.75687732,,,,
1983-9139-ATG,1983,9139,,Natural,Climatological,Drought,Drought,,,Antigua and Barbuda,ATG,Caribbean,Americas,,,,,Yes,,,,,Km2,,,,,1983,11,,1983,,,,,75000,,75000,,,,,,,36.75687732,,,,
1983-0045-AUS,1983,45,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,"South Australia, Victoria",,,,Yes,,,,,Km2,,,,,1983,2,16,1983,2,16,75,,,11000,11000,,,,,400000,1088232,36.75687732,,,,
1983-9007-BOL,1983,9007,,Natural,Climatological,Drought,Drought,,,Bolivia (Plurinational State of),BOL,South America,Americas,Altiplano (High Plateaux),,,,Yes,No,No,,,Km2,,,,,1983,4,,1983,,,,,1583049,,1583049,,,,,417200,1135026,36.75687732,,,,
1983-9535-BOL,1983,9535,,Natural,Climatological,Drought,Drought,,,Bolivia (Plurinational State of),BOL,South America,Americas,,,,,Yes,No,No,,,Km2,,,,,1983,12,,1983,,,,,1500000,,1500000,,,,,500000,1360290,36.75687732,,,,
1983-9206-BRA,1983,9206,,Natural,Climatological,Drought,Drought,,,Brazil,BRA,South America,Americas,"Northeast, Sertao",,,,Yes,,,,,Km2,,,,,1983,9,,1983,,,20,,20000000,,20000000,,,,,,,36.75687732,,,,
1983-9019-CHN,1983,9019,,Natural,Climatological,Drought,Drought,,,China,CHN,Eastern Asia,Asia,Tibet,,,,,,,,,Km2,,,,,1983,1,,1983,8,,,,,,,,,,,,,36.75687732,,,,
1983-0350-DFR,1983,350,,Natural,Climatological,Wildfire,Forest fire,,,Germany Fed Rep,DFR,Western Europe,Europe,Basse-Saxe,,,,,,,,,Km2,,,,,1983,7,25,1983,7,25,,,,,,,,,,,,36.75687732,,,,
1983-9060-DJI,1983,9060,,Natural,Climatological,Drought,Drought,,,Djibouti,DJI,Eastern Africa,Africa,,,,,Yes,No,No,,,Km2,,,,,1983,,,1984,,,,,80000,,80000,,,,,,,36.75687732,,,,
1983-0044-DOM,1983,44,,Natural,Climatological,Wildfire,Forest fire,,,Dominican Republic (the),DOM,Caribbean,Americas,South-East of Constanza,,,,Yes,,,,,Km2,,,,,1983,2,12,1983,2,12,,,,,,,,,,,,36.75687732,,,,
1983-9060-ETH,1983,9060,,Natural,Climatological,Drought,Drought,,,Ethiopia,ETH,Eastern Africa,Africa,"Wollo, Gondar, Goe, Eritrea, Tigrai, Shoa, Harerge, Sidamo",,,,Yes,,,,,Km2,,,,,1983,5,,1984,,,300000,,7750000,,7750000,,,,,,,36.75687732,,,,
1983-9018-FJI,1983,9018,,Natural,Climatological,Drought,Drought,,,Fiji,FJI,Melanesia,Oceania,Western division,,,,,No,No,,,Km2,,,,,1983,,,1983,,,,,31000,,31000,,,,,30000,81617,36.75687732,,,,
1983-0208-FRA,1983,208,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,,,,,,,,,,Km2,,,,,1983,8,,1983,8,,12,,,,,,,,,,,36.75687732,,,,
1983-0357-GRC,1983,357,,Natural,Climatological,Wildfire,Forest fire,,,Greece,GRC,Southern Europe,Europe,North,,,,,,,,,Km2,,,,,1983,7,22,1983,7,22,12,,,,,,,,,,,36.75687732,,,,
1984-0004-BEN,1984,4,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Benin,BEN,Western Africa,Africa,North,,,,,,,,,Km2,,,,,1984,,,1984,,,,,,,,,,,,,,38.33762519,,,,
1984-9211-CAN,1984,9211,,Natural,Climatological,Drought,Drought,,,Canada,CAN,Northern America,Americas,"Quebec, Prince Edouard Islands, Alberta, Saskatchewan, Manitoba, Ontario provinces",,,,,,,,,Km2,,,,,1984,1,,1985,3,,,,30000,,30000,,,,,1000000,2608404,38.33762519,,,,
1984-0278-ESP,1984,278,,Natural,Climatological,Wildfire,Forest fire,,,Spain,ESP,Southern Europe,Europe,"Fires In La Gomera, Canary Island",,,,,,,,,Km2,,,,,1984,8,10,1984,8,10,17,,,,,,,,,,,38.33762519,,,,
1984-0254-FRA,1984,254,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,"Northwest, Southern",,,,,,,,,Km2,,,,,1984,4,25,1984,4,25,,,,,,,,,,,,38.33762519,,,,
1984-0256-FRA,1984,256,,Natural,Climatological,Wildfire,Forest fire,,,France,FRA,Western Europe,Europe,Southern,,,,,,,,,Km2,,,,,1984,7,12,1984,7,12,,,,,,,,,,,,38.33762519,,,,
1984-0265-GRC,1984,265,,Natural,Climatological,Wildfire,Forest fire,,,Greece,GRC,Southern Europe,Europe,"North region, Thassos Isl.",,,,,,,,37,Km2,,,,,1984,7,22,1984,7,22,,,,,,,,,,,,38.33762519,,,,
1984-0266-GRC,1984,266,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Greece,GRC,Southern Europe,Europe,Ayios Apostolos (Varvona region),,,,,,,,30,Km2,,,,,1984,8,13,1984,8,13,,,200,,200,,,,,,,38.33762519,,,,
1985-9400-AGO,1985,9400,,Natural,Climatological,Drought,Drought,,,Angola,AGO,Middle Africa,Africa,,,,,,No,No,,,Km2,,,,,1985,,,1985,,,,,500000,,500000,,,,,,,39.69693418,,,,
1985-0004-AUS,1985,4,,Natural,Climatological,Wildfire,"Land fire (Brush, Bush, Pasture)",,,Australia,AUS,Australia and New Zealand,Oceania,Southeastern,,,,,,,,,Km2,,,,,1985,1,,1985,1,,5,100,,,100,,,,,15000,37786,39.69693418,,,,
